student_id,SS1_result_avg,SS2_result_avg,SS3_mock_result,absences,studytime,extra_tutoring,school_support,internet_access,CBT_preparation,health_status,wants_higher_education,wants_trade,CBT_outcome
1179,49,49,Pass,3,2,no,no,no,no,Average,no,no,High
1180,43,53,Pass,5,2,yes,yes,yes,no,Good,yes,no,Low
1181,52,75,Fail,4,3,no,no,no,yes,Average,yes,no,High
1182,65,48,Fail,8,2,no,no,yes,no,Very Good,no,no,Low
1183,54,44,Pass,4,2,yes,yes,no,yes,Average,no,yes,Low
1184,63,73,Fail,3,1,yes,no,no,yes,Average,yes,no,High
1185,69,69,Pass,5,2,yes,yes,no,no,Average,yes,yes,Low
1186,49,62,Pass,2,3,yes,no,no,yes,Poor,yes,yes,Low
1187,53,57,Pass,6,4,no,no,no,yes,Average,yes,no,High
1188,76,53,Fail,6,3,no,no,yes,yes,Good,yes,no,High
1189,69,60,Pass,3,2,yes,yes,no,yes,Average,yes,yes,Low
1190,38,73,Pass,4,1,no,no,no,yes,Very Good,yes,no,High
1191,58,60,Pass,5,2,yes,yes,no,no,Good,yes,no,High
1192,55,79,Pass,7,4,no,yes,yes,yes,Poor,yes,no,Low
1193,63,49,Fail,6,3,yes,no,no,yes,Average,yes,no,High
1194,47,57,Pass,3,1,yes,yes,no,yes,Good,yes,no,Low
1195,46,54,Pass,6,1,yes,yes,yes,no,Good,yes,no,High
1196,48,47,Pass,3,2,no,no,no,yes,Very Good,yes,no,Low
1197,49,56,Pass,6,2,yes,no,yes,yes,Good,no,yes,High
1198,63,62,Fail,2,3,yes,yes,no,no,Very Poor,yes,no,High
1199,43,63,Pass,3,2,no,no,no,yes,Poor,no,no,High
1200,48,79,Pass,4,3,no,no,no,yes,Good,no,no,High
1201,37,62,Pass,11,2,no,yes,no,yes,Poor,yes,no,High
1202,65,69,Pass,5,2,no,no,yes,yes,Average,no,yes,High
1203,67,58,Fail,4,2,no,no,no,yes,Good,yes,no,Low
1204,51,74,Fail,3,3,no,no,yes,yes,Average,yes,yes,High
1205,52,81,Fail,2,2,no,yes,no,yes,Average,yes,no,High
1206,59,63,Pass,7,2,no,yes,yes,no,Good,yes,no,High
1207,69,48,Fail,4,3,no,no,no,yes,Poor,yes,no,Low
1208,59,52,Fail,1,1,yes,no,no,yes,Good,yes,no,Low
1209,48,60,Pass,0,2,yes,no,no,no,Good,yes,no,Low
1210,38,62,Fail,6,2,yes,no,no,yes,Average,yes,yes,High
1211,43,64,Fail,5,3,no,no,yes,yes,Average,yes,yes,High
1212,55,62,Pass,5,1,no,no,no,yes,Good,yes,no,High
1213,48,58,Pass,9,3,no,no,no,yes,Average,no,no,Low
1214,56,51,Fail,1,1,no,no,yes,yes,Very Poor,yes,no,High
1215,49,62,Pass,2,1,yes,yes,no,yes,Very Good,yes,yes,Low
1216,44,76,Fail,5,3,no,no,no,no,Good,yes,no,High
1217,43,68,Fail,4,3,yes,yes,yes,yes,Average,yes,no,High
1218,70,63,Fail,5,4,yes,yes,yes,yes,Average,yes,yes,High
1219,63,68,Pass,8,2,no,no,yes,yes,Very Good,no,no,High
1220,72,54,Pass,7,2,no,yes,yes,no,Good,yes,no,High
1221,60,52,Pass,5,3,no,yes,yes,yes,Average,no,no,High
1222,50,50,Fail,6,2,yes,no,no,no,Good,no,no,High
1223,68,56,Fail,4,1,no,no,yes,yes,Average,yes,no,Low
1224,54,53,Fail,4,2,yes,no,yes,yes,Poor,no,no,High
1225,57,70,Pass,5,2,no,no,yes,yes,Average,yes,yes,High
1226,54,53,Fail,5,2,yes,no,no,yes,Average,no,no,High
1227,25,49,Fail,3,4,no,yes,no,yes,Good,yes,no,High
1228,71,77,Pass,6,3,yes,yes,no,yes,Poor,yes,no,High
1229,59,53,Pass,8,4,yes,no,no,no,Good,no,yes,High
1230,58,59,Fail,3,4,no,no,no,no,Average,yes,yes,High
1231,54,62,Fail,6,2,no,no,yes,yes,Average,no,yes,High
1232,56,46,Fail,3,2,no,no,yes,no,Average,yes,no,Low
1233,49,70,Pass,8,2,no,yes,yes,yes,Average,yes,no,High
1234,61,64,Pass,3,4,no,no,yes,yes,Average,yes,yes,High
1235,41,73,Fail,11,2,no,yes,yes,yes,Average,no,yes,High
1236,56,51,Fail,8,2,yes,no,no,yes,Good,yes,no,High
1237,60,58,Fail,10,1,yes,yes,yes,yes,Good,yes,no,High
1238,53,58,Fail,7,2,no,no,no,yes,Good,yes,no,High
1239,58,60,Pass,9,2,yes,yes,no,no,Good,no,yes,High
1240,45,43,Fail,7,2,yes,no,no,yes,Good,yes,no,Low
1241,45,59,Pass,8,4,yes,yes,yes,no,Poor,yes,no,High
1242,57,43,Pass,8,1,yes,yes,no,yes,Very Good,yes,yes,Low
1243,61,61,Pass,4,4,no,no,no,yes,Average,yes,yes,High
1244,36,36,Fail,5,1,yes,no,no,no,Good,no,yes,High
1245,60,39,Fail,6,4,yes,no,no,yes,Good,yes,yes,Low
1246,49,66,Pass,5,2,no,yes,no,no,Average,yes,no,High
1247,53,52,Pass,2,3,no,no,yes,yes,Very Good,yes,no,High
1248,41,48,Fail,5,2,no,yes,yes,no,Poor,yes,no,Low
1249,46,70,Fail,3,3,yes,yes,yes,yes,Average,yes,no,High
1250,64,61,Fail,7,4,yes,no,no,yes,Poor,no,no,Low
1251,55,66,Pass,1,1,yes,yes,yes,yes,Poor,yes,no,High
1252,51,56,Pass,1,1,yes,no,yes,no,Good,yes,yes,High
1253,53,84,Pass,3,2,yes,no,no,yes,Very Poor,yes,no,High
1254,59,51,Pass,2,2,no,yes,yes,no,Very Good,no,no,High
1255,59,75,Pass,5,1,no,yes,no,yes,Good,yes,yes,High
1256,54,57,Pass,0,3,no,no,no,yes,Average,no,no,Low
1257,65,41,Pass,4,2,no,no,yes,yes,Average,yes,no,High
1258,64,62,Pass,4,3,no,no,yes,yes,Poor,yes,no,High
1259,59,61,Fail,3,4,no,no,no,yes,Very Good,yes,no,High
1260,55,47,Pass,2,3,no,no,no,yes,Good,yes,no,High
1261,61,48,Pass,5,1,no,yes,no,no,Average,no,yes,High
1262,58,57,Fail,5,2,yes,no,yes,yes,Very Poor,yes,no,High
1263,65,61,Fail,3,2,yes,yes,yes,yes,Average,yes,no,High
1264,63,33,Fail,2,2,no,no,yes,yes,Poor,yes,yes,Low
1265,44,68,Fail,6,2,yes,yes,no,no,Good,yes,no,Low
1266,44,53,Fail,2,4,no,no,yes,yes,Good,no,no,Low
1267,47,44,Fail,7,3,no,yes,yes,yes,Average,no,yes,High
1268,64,67,Fail,5,1,no,no,no,yes,Very Good,yes,no,High
1269,39,57,Fail,10,2,yes,no,no,no,Poor,yes,no,High
1270,58,70,Pass,2,2,yes,no,yes,no,Average,yes,no,Low
1271,58,62,Pass,6,4,yes,no,no,no,Good,no,no,High
1272,66,57,Fail,6,4,no,no,no,no,Very Poor,no,no,High
1273,56,56,Pass,6,2,yes,yes,no,yes,Average,no,yes,High
1274,41,62,Fail,4,2,no,no,no,yes,Average,yes,yes,High
1275,45,53,Pass,6,2,no,no,no,yes,Average,yes,no,Low
1276,43,49,Pass,6,2,no,yes,no,yes,Average,yes,no,High
1277,49,64,Fail,2,2,no,no,no,yes,Good,yes,yes,High
1278,53,56,Pass,3,3,no,no,no,yes,Average,yes,no,Low
1279,43,58,Fail,3,2,yes,no,no,yes,Poor,yes,no,High
1280,69,68,Fail,6,3,no,yes,no,yes,Poor,yes,no,Low
1281,41,56,Fail,2,2,yes,no,no,yes,Average,yes,no,Low
1282,68,58,Pass,5,3,yes,yes,yes,yes,Poor,yes,no,High
1283,66,52,Fail,3,3,yes,no,yes,no,Very Good,yes,yes,High
1284,63,62,Fail,8,2,no,no,no,yes,Good,yes,no,High
1285,48,61,Fail,3,3,yes,no,no,no,Average,yes,yes,High
1286,58,67,Fail,7,2,no,no,no,yes,Good,yes,no,Low
1287,42,52,Fail,2,1,no,yes,no,yes,Average,yes,no,High
1288,64,53,Fail,4,2,no,no,yes,yes,Poor,no,no,High
1289,54,65,Fail,3,2,yes,yes,no,yes,Good,yes,no,Low
1290,50,60,Pass,6,1,no,yes,no,no,Good,yes,yes,High
1291,42,48,Pass,5,3,no,no,yes,yes,Very Poor,yes,no,Low
1292,30,71,Pass,2,2,yes,yes,yes,no,Average,no,no,Low
1293,44,41,Pass,12,1,no,no,yes,yes,Very Poor,yes,yes,High
1294,66,65,Fail,1,3,yes,no,yes,yes,Average,yes,no,Low
1295,50,45,Pass,4,3,no,no,yes,yes,Average,no,no,High
1296,53,76,Fail,6,2,no,yes,no,yes,Good,yes,no,Low
1297,61,42,Pass,4,2,yes,no,no,yes,Poor,yes,no,Low
1298,73,69,Pass,7,2,yes,no,no,yes,Very Poor,no,no,High
1299,68,57,Pass,5,2,no,no,no,no,Average,no,no,High
1300,45,54,Pass,4,4,yes,no,no,yes,Good,yes,no,High
1301,35,59,Pass,7,2,yes,no,yes,yes,Average,no,no,High
1302,78,64,Pass,7,2,no,no,yes,no,Average,yes,yes,High
1303,77,48,Fail,2,4,no,yes,yes,yes,Average,yes,yes,High
1304,56,49,Pass,5,3,no,yes,no,yes,Good,yes,no,High
1305,42,64,Pass,3,2,no,no,no,yes,Average,yes,no,High
1306,64,40,Fail,4,3,yes,no,yes,no,Very Poor,yes,no,High
1307,53,52,Pass,5,3,no,no,no,yes,Poor,no,yes,High
1308,53,88,Pass,7,2,no,no,no,yes,Poor,yes,no,High
1309,63,48,Pass,6,4,yes,no,no,no,Average,yes,no,Low
1310,58,69,Pass,3,2,no,no,no,no,Very Poor,yes,yes,High
1311,43,52,Fail,6,3,no,no,yes,yes,Average,yes,no,High
1312,51,63,Pass,3,4,yes,no,yes,no,Good,yes,yes,Low
1313,61,64,Fail,4,2,no,yes,no,no,Average,yes,yes,High
1314,60,69,Fail,5,3,no,no,no,yes,Good,no,no,Low
1315,57,55,Pass,4,3,yes,no,no,yes,Average,no,no,High
1316,64,77,Fail,5,3,no,yes,yes,no,Very Good,yes,no,High
1317,51,52,Pass,4,3,no,yes,no,yes,Very Good,yes,no,High
1318,56,60,Pass,9,1,no,yes,no,yes,Good,yes,yes,Low
1319,21,60,Pass,6,3,yes,yes,yes,no,Very Good,yes,no,Low
1320,50,46,Pass,1,3,yes,no,yes,no,Poor,yes,no,Low
1321,62,55,Fail,5,3,yes,yes,no,yes,Good,yes,yes,High
1322,51,59,Pass,7,3,no,no,yes,yes,Average,yes,no,High
1323,50,53,Fail,2,1,no,no,yes,yes,Good,yes,yes,High
1324,44,82,Fail,4,2,yes,no,yes,yes,Average,no,yes,High
1325,65,49,Pass,4,3,yes,no,no,no,Average,yes,no,Low
1326,60,69,Fail,2,4,yes,no,no,yes,Very Good,yes,no,High
1327,63,66,Fail,4,2,no,yes,yes,yes,Poor,yes,no,High
1328,37,57,Pass,6,2,no,yes,no,no,Good,yes,no,High
1329,53,49,Pass,3,3,yes,no,no,yes,Good,yes,yes,High
1330,52,50,Pass,4,3,yes,no,yes,yes,Average,yes,no,High
1331,52,52,Pass,2,3,yes,yes,no,yes,Average,yes,no,High
1332,48,40,Pass,6,1,yes,yes,no,yes,Poor,no,no,High
1333,51,47,Pass,3,3,no,no,no,yes,Very Good,no,no,Low
1334,63,43,Fail,4,3,yes,no,no,yes,Very Good,yes,yes,High
1335,35,71,Fail,4,3,yes,no,no,yes,Good,yes,no,High
1336,72,64,Pass,4,3,no,yes,yes,no,Good,yes,no,Low
1337,59,65,Pass,4,2,no,no,yes,yes,Very Poor,yes,no,Low
1338,54,63,Pass,6,4,no,no,no,yes,Average,yes,no,High
1339,64,59,Pass,4,3,no,no,no,yes,Average,yes,no,High
1340,40,72,Pass,7,2,no,no,no,yes,Average,yes,yes,Low
1341,48,51,Fail,4,4,no,no,yes,yes,Poor,yes,no,High
1342,53,59,Pass,3,4,no,no,yes,no,Average,yes,no,High
1343,68,65,Pass,2,3,no,no,no,yes,Good,yes,no,High
1344,54,44,Pass,4,2,no,yes,yes,yes,Poor,no,no,Low
1345,59,88,Fail,3,2,yes,no,yes,yes,Poor,no,no,Low
1346,49,58,Fail,1,2,yes,no,no,yes,Very Poor,yes,yes,Low
1347,59,59,Pass,4,2,yes,no,no,no,Good,yes,no,High
1348,71,70,Pass,5,2,no,no,no,no,Average,yes,yes,High
1349,64,67,Pass,5,2,no,no,yes,yes,Poor,yes,no,Low
1350,54,58,Pass,4,2,no,no,yes,no,Good,yes,no,High
1351,61,59,Fail,3,4,yes,yes,no,yes,Poor,yes,no,High
1352,60,42,Fail,3,2,yes,no,no,yes,Average,yes,no,High
1353,60,52,Fail,6,2,no,no,no,no,Good,yes,yes,High
1354,66,63,Pass,1,2,yes,yes,no,yes,Average,no,no,Low
1355,66,62,Pass,5,1,yes,no,no,yes,Average,yes,no,High
1356,53,70,Fail,4,4,no,yes,yes,yes,Poor,yes,no,High
1357,61,56,Pass,6,2,yes,no,yes,yes,Poor,yes,no,High
1358,51,44,Fail,6,3,yes,no,yes,yes,Average,yes,no,High
1359,45,68,Pass,8,3,yes,yes,no,no,Very Poor,yes,yes,Low
1360,52,72,Pass,4,2,yes,no,yes,yes,Very Good,no,no,Low
1361,54,66,Fail,1,2,no,no,yes,yes,Average,no,no,High
1362,38,56,Pass,7,2,yes,yes,no,yes,Average,yes,yes,Low
1363,63,68,Pass,9,2,yes,no,yes,yes,Average,yes,yes,High
1364,27,92,Pass,2,2,yes,no,yes,no,Very Good,yes,no,High
1365,82,59,Fail,5,3,no,yes,no,no,Good,no,no,High
1366,70,44,Pass,6,2,yes,no,no,no,Average,no,no,High
1367,52,52,Pass,2,2,yes,yes,no,yes,Average,yes,yes,Low
1368,55,64,Fail,10,1,yes,yes,no,no,Average,no,no,Low
1369,58,41,Pass,5,3,yes,yes,yes,yes,Average,yes,no,Low
1370,49,59,Fail,2,2,yes,yes,no,yes,Average,yes,no,Low
1371,56,61,Pass,5,1,no,yes,no,no,Average,yes,yes,High
1372,53,73,Fail,7,3,no,no,yes,yes,Average,yes,no,High
1373,54,71,Pass,5,2,no,yes,no,yes,Very Poor,no,no,High
1374,56,66,Fail,5,2,no,yes,yes,no,Very Poor,yes,no,Low
1375,41,36,Fail,3,2,yes,yes,yes,no,Poor,no,no,Low
1376,55,67,Fail,7,4,no,no,no,yes,Average,no,no,High
1377,56,65,Pass,2,2,yes,no,yes,no,Very Good,no,yes,Low
1378,56,60,Pass,11,2,no,no,yes,no,Good,yes,no,Low
1379,52,40,Fail,6,4,yes,yes,yes,no,Very Good,yes,no,High
1380,66,50,Pass,5,2,no,no,yes,yes,Average,yes,no,High
1381,51,46,Pass,6,3,no,no,no,no,Average,no,yes,High
1382,57,37,Fail,4,2,yes,no,no,no,Good,yes,yes,High
1383,67,57,Pass,4,1,yes,no,no,yes,Average,yes,no,Low
1384,54,50,Fail,5,3,no,no,no,yes,Average,no,no,Low
1385,57,84,Pass,5,4,yes,yes,no,yes,Average,no,yes,High
1386,54,56,Fail,1,2,no,yes,yes,yes,Average,no,yes,Low
1387,67,70,Pass,7,3,yes,yes,yes,no,Good,yes,no,High
1388,52,42,Pass,9,3,yes,no,yes,yes,Good,yes,yes,High
1389,67,52,Fail,6,2,no,yes,no,yes,Very Good,yes,no,High
1390,53,58,Pass,6,3,yes,no,no,no,Very Good,yes,no,Low
1391,46,48,Fail,3,2,yes,no,no,yes,Average,yes,no,Low
1392,61,53,Fail,6,2,no,no,no,yes,Very Poor,yes,yes,High
1393,51,55,Pass,8,2,no,no,no,yes,Very Poor,no,no,Low
1394,61,55,Fail,8,4,no,no,yes,yes,Poor,no,yes,Low
1395,27,76,Pass,8,2,no,no,no,no,Very Poor,yes,yes,High
1396,55,61,Fail,6,3,yes,no,no,no,Average,yes,yes,High
1397,50,62,Pass,4,2,yes,no,no,yes,Very Poor,yes,yes,Low
1398,44,63,Fail,3,2,yes,no,yes,no,Good,yes,no,High
1399,49,64,Fail,5,3,no,yes,no,yes,Poor,no,no,High
1400,49,57,Pass,5,3,yes,no,no,yes,Average,yes,yes,High
1401,54,54,Fail,3,2,yes,yes,yes,yes,Poor,yes,no,Low
1402,41,59,Pass,4,2,no,no,no,no,Good,yes,no,Low
1403,58,69,Pass,6,4,no,yes,yes,yes,Good,no,no,High
1404,68,69,Pass,4,1,no,yes,yes,yes,Average,no,yes,Low
1405,57,55,Pass,6,3,yes,no,no,yes,Very Good,no,yes,High
1406,63,65,Pass,3,3,no,no,yes,yes,Poor,yes,yes,High
1407,65,56,Pass,3,3,yes,no,no,no,Good,yes,no,Low
1408,67,58,Pass,4,4,no,no,no,yes,Average,yes,no,High
1409,73,53,Pass,5,3,yes,no,no,no,Average,yes,no,High
1410,50,56,Pass,3,2,yes,no,no,yes,Very Poor,yes,yes,High
1411,47,71,Fail,9,2,yes,no,yes,no,Poor,no,no,High
1412,62,58,Fail,3,2,yes,yes,no,no,Very Good,yes,no,High
1413,62,59,Pass,4,1,no,no,no,yes,Good,yes,no,High
1414,62,43,Fail,5,4,no,no,no,yes,Poor,no,yes,Low
1415,73,54,Fail,1,1,no,no,no,no,Average,yes,no,High
1416,55,55,Fail,2,3,yes,no,no,no,Poor,yes,no,High
1417,59,49,Pass,5,3,no,no,no,yes,Very Poor,yes,no,Low
1418,45,58,Pass,6,3,yes,yes,no,yes,Very Good,no,no,Low
1419,76,53,Fail,3,2,yes,yes,no,no,Average,yes,no,High
1420,51,58,Fail,5,3,yes,yes,no,yes,Average,yes,yes,High
1421,51,59,Pass,5,2,yes,yes,yes,yes,Very Good,no,yes,Low
1422,51,48,Pass,6,3,yes,no,no,no,Average,yes,no,High
1423,48,54,Fail,1,2,yes,yes,no,no,Average,no,no,High
1424,47,58,Fail,6,4,no,yes,no,no,Average,yes,no,High
1425,49,69,Fail,5,2,no,no,yes,yes,Average,yes,no,High
1426,41,60,Pass,7,2,yes,no,no,no,Average,yes,yes,High
1427,47,51,Pass,2,2,yes,no,no,yes,Very Poor,yes,no,High
1428,74,61,Pass,2,3,yes,no,yes,yes,Good,yes,yes,High
1429,62,75,Pass,3,3,yes,no,no,yes,Good,yes,no,High
1430,64,67,Pass,2,2,yes,no,no,no,Good,yes,no,Low
1431,66,63,Fail,4,1,yes,no,no,yes,Very Good,yes,no,Low
1432,73,65,Pass,3,2,no,no,yes,no,Average,yes,no,High
1433,37,72,Fail,5,2,no,yes,no,no,Poor,no,no,High
1434,42,68,Pass,5,2,yes,no,yes,yes,Good,yes,no,Low
1435,46,63,Pass,5,2,no,no,no,no,Poor,yes,no,High
1436,50,68,Pass,7,3,no,no,yes,no,Very Poor,yes,yes,Low
1437,51,47,Pass,4,2,yes,no,no,yes,Very Poor,yes,no,High
1438,50,42,Fail,4,4,yes,no,yes,yes,Good,no,no,High
1439,57,59,Pass,3,2,no,no,no,yes,Very Poor,no,no,High
1440,55,58,Pass,6,3,no,yes,no,yes,Average,no,no,Low
1441,47,52,Pass,4,3,yes,yes,no,no,Poor,yes,no,High
1442,33,66,Pass,5,2,no,yes,yes,yes,Good,yes,yes,Low
1443,45,39,Fail,5,2,yes,yes,yes,no,Average,yes,no,High
1444,49,52,Pass,7,2,no,yes,no,no,Poor,yes,yes,High
1445,52,53,Fail,3,2,yes,no,yes,yes,Good,no,no,High
1446,43,41,Fail,7,2,yes,no,yes,yes,Good,no,no,High
1447,50,72,Pass,3,2,no,no,no,yes,Average,yes,yes,High
1448,43,44,Pass,6,2,no,no,no,yes,Average,yes,no,High
1449,53,52,Fail,6,2,yes,no,yes,yes,Average,yes,no,High
1450,44,67,Fail,3,2,yes,yes,no,yes,Very Good,no,no,High
1451,46,64,Pass,5,1,yes,no,no,yes,Very Poor,yes,no,Low
1452,41,46,Pass,4,1,yes,no,yes,yes,Average,yes,no,Low
1453,53,64,Pass,7,3,yes,yes,no,no,Average,no,no,High
1454,46,60,Pass,6,3,no,yes,yes,yes,Good,no,no,High
1455,64,81,Pass,4,4,yes,yes,yes,yes,Good,yes,no,High
1456,59,62,Pass,3,1,no,no,yes,yes,Poor,yes,no,High
1457,54,56,Pass,4,1,no,no,yes,yes,Poor,no,no,High
1458,47,49,Pass,3,1,yes,no,no,yes,Very Good,yes,no,High
1459,58,50,Pass,10,2,no,yes,yes,yes,Good,yes,yes,Low
1460,61,49,Fail,4,3,no,yes,no,yes,Very Good,yes,yes,Low
1461,56,71,Pass,1,2,yes,yes,no,yes,Good,no,no,High
1462,71,58,Fail,3,3,no,yes,no,yes,Average,no,no,Low
1463,59,63,Pass,4,3,no,yes,no,yes,Poor,no,yes,High
1464,64,73,Fail,4,4,no,yes,no,yes,Good,yes,no,High
1465,56,34,Pass,4,1,yes,no,yes,no,Average,yes,no,Low
1466,61,70,Fail,5,1,no,no,no,yes,Average,yes,no,High
1467,47,58,Pass,5,2,yes,no,no,yes,Average,no,yes,Low
1468,50,62,Pass,7,1,no,no,yes,no,Very Good,yes,yes,High
1469,58,49,Fail,5,4,no,no,no,no,Very Poor,yes,yes,Low
1470,58,50,Pass,11,2,no,no,no,no,Poor,yes,no,High
1471,60,62,Fail,4,2,yes,yes,yes,yes,Good,no,no,Low
1472,66,81,Pass,3,2,yes,no,no,yes,Very Good,no,no,High
1473,40,68,Pass,4,2,yes,no,yes,yes,Very Good,no,yes,High
1474,45,70,Pass,0,2,no,yes,yes,no,Average,yes,no,Low
1475,57,56,Fail,6,2,yes,yes,no,no,Very Poor,no,yes,Low
1476,47,51,Pass,7,3,yes,no,no,yes,Average,yes,yes,Low
1477,88,50,Fail,1,4,yes,no,yes,yes,Very Good,no,no,High
1478,60,53,Pass,5,2,no,yes,no,yes,Average,yes,yes,High
1479,54,37,Fail,6,2,yes,yes,no,yes,Good,yes,no,High
1480,49,50,Pass,4,1,no,no,no,no,Average,yes,yes,High
1481,50,52,Pass,3,3,no,yes,yes,yes,Very Poor,yes,yes,Low
1482,55,56,Pass,3,1,no,no,no,yes,Average,yes,no,Low
1483,56,59,Pass,3,4,yes,yes,no,no,Good,yes,yes,Low
1484,50,61,Pass,4,2,yes,no,no,yes,Very Good,yes,yes,High
1485,52,57,Pass,6,2,yes,yes,no,yes,Good,yes,no,High
1486,68,52,Pass,3,2,yes,yes,no,yes,Average,yes,no,Low
1487,68,38,Pass,4,4,no,no,yes,yes,Good,no,no,Low
1488,57,52,Pass,6,2,yes,yes,no,yes,Good,no,no,Low
1489,41,48,Pass,5,2,yes,yes,yes,yes,Very Poor,no,no,Low
1490,60,62,Pass,7,1,no,no,yes,yes,Very Good,yes,yes,Low
1491,70,67,Fail,5,2,yes,yes,yes,yes,Average,no,no,High
1492,68,67,Fail,1,1,yes,yes,no,yes,Very Good,no,no,Low
1493,62,65,Pass,8,3,yes,yes,yes,no,Good,yes,yes,High
1494,69,56,Fail,6,4,no,no,yes,yes,Poor,yes,no,Low
1495,55,52,Fail,4,4,no,no,yes,yes,Poor,yes,no,High
1496,61,50,Pass,10,1,no,no,yes,yes,Average,yes,no,High
1497,48,42,Pass,3,2,yes,no,no,yes,Average,no,no,High
1498,57,67,Fail,5,1,yes,no,no,yes,Average,yes,yes,High
1499,68,56,Fail,6,2,no,no,yes,no,Good,yes,no,High
1500,49,45,Fail,5,3,no,no,yes,yes,Average,yes,yes,High
1501,46,49,Fail,7,2,no,no,no,yes,Very Poor,yes,no,High
1502,55,49,Pass,6,4,no,no,no,yes,Very Good,yes,yes,High
1503,52,58,Pass,3,3,yes,no,no,no,Average,yes,no,High
1504,61,68,Pass,8,2,no,yes,yes,no,Very Good,yes,no,High
1505,50,54,Pass,6,3,no,no,no,yes,Very Poor,yes,no,High
1506,72,35,Pass,7,1,no,no,no,yes,Good,yes,no,High
1507,42,56,Pass,6,2,no,yes,no,yes,Poor,no,yes,High
1508,67,56,Pass,4,2,yes,yes,yes,no,Good,no,yes,High
1509,47,55,Pass,6,4,no,no,yes,yes,Good,yes,no,Low
1510,37,51,Pass,6,2,no,no,no,yes,Very Good,yes,no,High
1511,57,60,Pass,4,3,yes,no,yes,yes,Average,yes,no,Low
1512,52,58,Pass,3,3,yes,no,yes,yes,Poor,yes,yes,High
1513,43,57,Pass,6,3,no,no,no,yes,Very Good,yes,no,High
1514,38,62,Fail,2,3,yes,yes,no,yes,Average,yes,yes,High
1515,54,53,Fail,7,2,no,no,no,no,Poor,no,no,High
1516,64,53,Pass,6,3,yes,no,no,yes,Average,yes,no,High
1517,60,71,Pass,2,2,no,no,no,yes,Poor,no,no,Low
1518,55,63,Fail,6,2,yes,no,no,yes,Average,yes,yes,Low
1519,59,66,Pass,3,1,yes,no,no,yes,Average,yes,no,Low
1520,54,70,Fail,5,2,no,no,no,yes,Average,yes,no,Low
1521,40,63,Pass,6,4,no,no,no,no,Average,yes,no,High
1522,40,67,Fail,3,2,yes,no,yes,yes,Average,yes,no,High
1523,52,42,Fail,6,2,yes,no,no,no,Good,no,yes,Low
1524,53,60,Fail,7,2,no,no,yes,yes,Very Good,yes,no,Low
1525,63,56,Pass,4,1,no,no,no,yes,Poor,yes,no,High
1526,62,74,Fail,3,2,no,no,yes,yes,Good,no,no,Low
1527,61,67,Fail,9,2,no,no,no,no,Very Good,yes,yes,High
1528,52,51,Fail,7,4,yes,no,yes,yes,Good,yes,no,High
1529,41,61,Pass,6,2,no,no,no,yes,Very Good,yes,yes,Low
1530,59,59,Fail,11,2,no,no,yes,yes,Average,yes,no,Low
1531,60,62,Pass,1,2,no,yes,no,yes,Good,yes,no,Low
1532,31,47,Pass,7,2,no,yes,no,yes,Good,yes,yes,Low
1533,46,61,Pass,7,4,no,yes,yes,yes,Average,yes,yes,High
1534,48,55,Pass,4,2,no,yes,yes,no,Good,yes,no,High
1535,56,60,Fail,4,2,no,no,no,yes,Average,no,no,High
1536,46,50,Fail,2,2,no,no,no,yes,Poor,yes,yes,Low
1537,54,52,Pass,6,3,no,no,yes,no,Poor,yes,no,High
1538,52,69,Fail,5,2,no,yes,yes,yes,Good,yes,yes,Low
1539,53,47,Fail,6,2,no,no,no,yes,Good,yes,no,High
1540,47,48,Pass,9,1,yes,no,yes,no,Average,yes,no,Low
1541,48,57,Pass,6,4,yes,yes,no,yes,Average,yes,no,High
1542,44,50,Pass,6,3,no,no,no,yes,Poor,no,no,High
1543,58,49,Pass,7,1,no,yes,yes,yes,Average,yes,no,High
1544,60,59,Pass,6,3,yes,yes,no,yes,Very Good,yes,no,High
1545,47,42,Pass,8,2,yes,no,no,yes,Very Good,no,no,High
1546,70,47,Pass,2,2,yes,no,no,yes,Good,yes,yes,Low
1547,51,78,Fail,5,1,yes,no,no,yes,Very Good,no,no,High
1548,70,62,Fail,10,3,yes,no,no,yes,Very Good,yes,no,Low
1549,48,50,Pass,3,2,no,yes,no,no,Poor,no,no,Low
1550,34,62,Pass,6,3,no,no,no,yes,Average,yes,no,High
1551,59,63,Pass,6,1,no,no,yes,no,Poor,no,no,High
1552,57,67,Pass,7,3,yes,no,yes,yes,Average,yes,no,Low
1553,55,56,Pass,3,1,no,no,no,yes,Good,yes,no,High
1554,48,67,Pass,10,2,no,yes,no,yes,Poor,yes,no,High
1555,54,37,Pass,4,2,yes,no,yes,yes,Very Good,no,no,High
1556,49,47,Pass,5,2,yes,no,no,yes,Average,yes,no,High
1557,51,59,Pass,1,2,no,yes,no,no,Good,yes,yes,High
1558,63,61,Fail,4,2,no,yes,yes,yes,Very Poor,no,yes,High
1559,56,48,Pass,4,4,no,yes,yes,yes,Very Poor,yes,no,High
1560,61,60,Pass,6,2,yes,no,yes,yes,Good,yes,yes,High
1561,52,51,Pass,2,2,no,yes,no,yes,Good,no,no,High
1562,51,55,Fail,5,2,yes,yes,no,yes,Very Good,yes,no,High
1563,43,68,Fail,5,2,no,no,yes,no,Good,no,no,High
1564,51,67,Pass,5,1,no,yes,no,yes,Poor,yes,no,High
